movie_id,title,year,text
4208543,Prowl,2010,"In Famfield, the teenager Amber feels displaced and dreams on moving to Chicago. When she learns that she is the foster daughter of her mother, she decides to move to the big city. Amber has a short schedule to pay the rent of an apartment in Chicago and she convinces her friends to travel with her to the windy city. However the van breaks down and they hitchhike on the road. The truck driver Bernard offers a ride to the group but they need to travel inside the back of a semi. Bernard does not stop the truck and they realize that they have been kidnapped. When he finally stops and opens the semi, they find that they are inside a dirty warehouse. Sooner they are hunted by fast blood-thirsty creatures and their leader Veronica discloses a secret to Amber."
4209411,Psych:9,2010,A young woman (Sara Foster) with a troubled past takes a job at recently closed down hospital. Working the night shift alone she begins to experience a series of unsettling events that lead her to believe that the hospital may be connected to a number of recent murders in the area. To uncover the truth she will have to revisit the past behind the walls of Psych:9.
4209498,Psychic Experiment,2010,"An idyllic, small, self-sufficient community. On the surface, it seems like the perfect neighborhood. Everything you could possibly need is within walking distance. But the pastoral exterior conceals a dark past and an even darker secret. As a group of individuals (each with their own ties and agendas with the town and each other) converge on the enclave, strange things begin to happen. Very strange things. Strange enough to test (and then break) the very fabric of reality itself."
4209589,Psycho Holocaust,2009,"On a scorching summer day 6 friends venture into the mountains for one more vacation before their lives change forever. Unbeknownst to them, their lives would forever be changed anyway. In the shadows awaits a pack of the most evil, the most vile, rejects of humanity that's addicted to violence and thirsty for blood! This is Psycho Holocaust..."
4209606,Psycho Killer Bloodbath,2011,"Two stories collide as a small town in Texas comes under siege by an army of psychotic murderers. First, in the maximum detention wing of the Russell Institute for the Criminally Insane, two women - a young doctor and a veteran nurse - face unspeakable horror as the inmates who have been incarcerated there escape and embark upon a rampage of violence. Subjected to brutal violation, these trapped women must summon the strength to survive and escape the maniac bloodbath. Outside the facility, young college students are targeted as they party at an abandoned house in the middle of an isolated forest. An evening of celebration turns into a fight for life against the murderous rampage of one of the lunatics."
4209641,Psycho Sleepover,2008,"After accidentally murdering her boyfriend, Debbie Dicky moves to a new town and meets three girls who invite her to a sleepover. The very same night there is a breakout at the local insane asylum where forty serial killers escape and head over to crash the party. However, the girls at the slumber party might not be as helpless as the killers think."
4209650,Psycho Therapy,2011,"Candace, a neurotic young woman, seeks professional help in order to overcome her irrational fears. With the support of her boyfriend Henry, she appears to show progress...until someone takes the method of exposure therapy one 'stab' too far."
4209666,Psycho-Path,2011,"The Banewood Asylum houses the mentally ill who have become victims of unethical procedures and mad doctors. Patients have disappeared or been found dead under suspicious circumstances. Young women seem to be the victims most often of a medical staff who's methods hearken to the dark days of psychiatric treatments. The doctors like to use Psycho-Surgery to remove parts of their brains to quell the patients violent tendencies, at times turning them into little more than zombies, that become more violent than ever."
4211280,Punch,2009,"When the Devil descends on a small Midwestern town and propositions Brand and his gang of young punks to fight in an apocalyptic war, it forces Brand to make the ultimate choice: avenge the death of his sister by the murderous ""4-Barrel Felons"" or sacrifice everyone he loves to save the fate of mankind."
4212259,Pure Evil,2011,"Reverend John Cole is a beloved man. By his wife, his children, his congregation. But he has a secret. Once a week, every week, he locks himself in the basement. Nobody else is ever allowed to go down there. What is John doing? What is he hiding? Today, his 12-year-old son Jake has decided to find out."
4212391,Pure Souls,2010,"PURE SOULS Written and Directed By: Deuandra T. Brown Ronness and Kamyra are assassins from hell. Relisa is their leader, the more souls they can kill, the longer they can stay on earth. But the soul must be pure for them to lived and stay looking young."
4212475,Purgatory,2010,"Dave, a serial killer, discusses his nature. While reflecting upon his sins, he seems to relish in the beauty of his control over life and death. Adding to this chilling scenario is the horror experienced by his still living captive, who is witness to his confession."
4212726,Purple Haze,2011,"Purple Haze is a movie about a talented musician from Haiti. The CEO of Colossal Records got wind of this raw talented musician and signed him to a deal. Sam Lucci the owner of Colossal Records is not the most honest business man. Damian Ship aka Purple Haze is not that familiar with the record business. When Sam decide to swindle Damian of his money, he get a lesson in true voodoo economics."
4212737,Purple Heart's Final Beat,2009,"An American veteran returns home to find a foreclosure notice and a warrant for his arrest taped to his front door. This film takes us through a story that's all too common, leading up to this day, and all too horrifying as he makes a choice that countless veterans every month make. A choice that most of us are too terrified to consider."
4216979,Quarantine,2008,"A television reporter and her cameraman are assigned to spend the night shift with a Los Angeles Fire Station. After a routine 911 call takes them to a small apartment building, they find police officers already on the scene in response to blood curdling screams coming from one of the apartment units. They soon learn that a woman living in the building has been infected by something unknown. After a few of the residents are viciously attacked, they try to escape with the news crew in tow, only to find that the CDC has quarantined the building. Phones, internet, televisions and cell phone access have been cut-off, and officials are not relaying information to those locked inside. When the quarantine is finally lifted, the only evidence of what took place is the news crew's videotape."
4216988,Quarantine 2: Terminal,2011,"In Los Angeles, the police put a residential building in quarantine. Meanwhile, the flight attendants of Trans Sky Air, Jenny and Paula, are welcoming the passengers of flight TS Air 318 from Los Angeles to Kansas City with Captain Forrest and Co-Pilot Wilsy. Teacher Henry brings a cage of hamsters to the cabin, but Jenny tells him that it should be transported in the cargo hold. However, one hamster bites the fingertip of the fat passenger Ralph. Soon, Ralph vomits and becomes aggressive, attacking Paula. The male passengers help Jenny and lock Ralph in the bathroom while Captain Forrest requests an emergency landing. When they land in the airport, they find all the gates closed and the Captain heads the plane to an abandoned terminal. Employee Ed helps the crew and passengers to reach the exit, but they find that they are closed. Soon they discover that the place is in quarantine and there is no way out."
4217718,Queen of the Cursed World,2010,"Zombies, non PC humor, and horny robots! Cherokee Hall as astro hero Buster Burns, and Leslie Rogers as Queen Janell. With Billy Blackwell, Eric Butts (girl/girl scene)and Todd Burrows. Written and directed by Jerry Williams. crazy comedy satire, color 49 min."
4218094,Queerantine!,2009,"When reports break about students acting out of character, a TV reporter and police investigate. Students start behave with gay tendencies after same-sex marriage is taught in a social studies class. Things get out of control leaving the reporter and policemen to defend themselves against all of the queer students. Police decide to quarantine the school off so the gay can't spread, leaving the reporter trapped!"
4218888,Quick Shop,2011,"Hunter and Trevor are new roommates at college. After a falling out over a girl, Trevor talks Hunter into going to his hometown for a weekend in the country. Things take a turn for the worse when they stop at a Quick Shop to go to the bathroom, and proceed to get locked in the store and stalked by the shopkeeper."
4219091,Quiet Country,2010,"When a violent murder leaves the rural countryside stunned, two households struggle to come to terms with the loss as the local law hunts for the truth. A slow boil till its tragic end, two rival brothers are torn apart in this intricately plotted tale of murder, lust and the decent into madness."
4219202,Quietus,2008,"Margo stares at the moon and thinks of the man she loves. He has callously ended their relationship and Margo is angry, violent thoughts swirling in her head. Meanwhile, an evil intruder is in the house, butcher knife in hand, ready to kill. Soon, Margo will be confronted by this intruder and she will have to choose what her life is worth. Will she embrace the light of life or the dark of the QUIETUS?"
4222132,Rage,2010,"A thirty something man who lives in a suburb just outside of Portland says goodbye to his beautiful and loving wife and heads into town. There he unintentionally provokes the wrath of a mysterious motorcyclist. The confrontation between the two, sets in motion a day long battle. Beginning in the form of harmless taunts then quickly escalating into something more serious and then into something unimaginable."
4222390,Rags,2011,"After trying to live the American dream, Alice returns to a Wonderland of crystal-meth. Her new family consists of characters straight from the March Hare's tea party; a dysfunctional crew consisting of an insane pimp, a worn out prostitute, and a lethargic burnout. As their lives spiral further into darkness and the past seeks retribution, all will pay the ultimate price for what was lost down the rabbit hole."
4226743,Ratline,2011,"In a flash of blood-drenched violence, Crystal Brewer's life has taken an unexpected turn. On the run from the law for her part in a gruesome drug-money heist gone wrong, she has become seduced into a seedy underworld of death and betrayal. Escaping into the night with her half-sister Kim, Crystal seeks refuge in a small Midwestern town to make sense of her life-threatening ordeal. However, any plans for solace are soon derailed when she crosses paths with Frank Logan, a mysterious stranger with a bloody history of his own. Crystal's initial intrigue with Logan's sinister allure soon gives way to sheer terror as his vile intentions for her are revealed. As a new wave of violence threatens to destroy those close to her, Crystal is forced to make a terrifying decision. Will she stop Logan before more innocent blood is spilled? Or will she join him in resurrecting an evil that could consume the world?"
4227732,Raymond Did It,2011,"Mentally challenged Raymond Rourke gets blamed and framed by several kids after they accidentally kill his younger brother Bryce. Six years later, Raymond escapes from the state mental hospital he's been locked up in so he can exact a harsh revenge on the folks who killed his brother and set him up."
4229372,Reality Bleed-Through,2008,"The world is coming to an end. A mysterious drug called Sister Salvation has taken over the country. The drug promises its user the chance to be blasted into the sun to talk to ""God"". A war broke out that resulted in the overthrowing of the Government. During the war the environment was severally damaged to the point if people go out during the day the sun cooks them alive. On top of that a mysterious plague has been killing millions. The last days of humanity will be told through a series of anthology films, each one featuring 3 different stories about a different group of people that will reveal new aspects in the story."
4229423,Reality Horror Night,2009,"Americas top Reality Stars from Biggest Loser, Rock of Love, I Love Money, The Mole, Survivor, Howard TV, Next Top Model, Amazing Race, I Wanna Work for Diddy, and Fit Club are invited to compete for a Million Dollar Prize on America's next great Xmas Reality Show. Little do the celebrities know as they are voted off one at a time, hour by hour, they lose their lives. Is the million worth dying for? Which star gets it next? Which Reality Star bites the dust?"
4229626,Reap,2008,"A husband and wife start a life in a new home. This is the start of a new chapter in their lives, as they await the birth of a child and a family. An almost surreal happiness fills the house until a dark presence interrupts and slaughters the promise of love and life. Human nature is pushed to the edge as the line between love and hate is blurred in a single night."
4229651,Reaper Reborn,2008,"Sequel to Fear the Reaper, and in a ways The Summoning and ""The Apartment"" short from Welcome to Luna Pier as well, as it is the first confrontation with Luna Pier witch, Faruza Maclay, and The Reaper, a demonic slasher killer basically created to kill her."
4231609,Red Canyon,2008,"In Red Canyon, Regina and Devon return to their family home in the badlands of Utah to face the memory of a brutal attack - and put it behind them. But in coming home they awaken a killing rage in a town where everyone has ties that bind."
4231756,Red Door,2008,"Todd Transona has a problem. Todd Transona is trapped. He is trapped in an office with a door that leads to hell. What did Todd do to deserve his horrific fate, and can he outwit his own destiny? Red Door is a film where every shot, every line, and every object has meaning in a world where nothing is what it seems."
4231968,Red Hook,2009,"Ten years after witnessing her older sister's brutal murder, Jenny Traylor leaves her hometown in North Carolina to start her freshman year at the University of New York City. Still traumatized by her sister's death and struggling with crippling agoraphobia, Jenny tries to cope with the overwhelming city and figure out her new life. When Jenny's over-enthusiastic Resident Advisor organizes a Welcome Week scavenger hunt, Jenny is reluctantly persuaded to join the game. But as she and her new friends decipher the cryptic clues texted to their cell phones - clues that lead them through darker and increasingly remote parts of the city - it becomes terrifyingly clear how high the stakes have become. Someone is hunting for real."
4232083,Red Ice,2011,"Evan, an overworked software engineer, has recently reconciled with his dying mother who, unbeknownst to him, fell under the spell of a murderous demon when Evan was young. Raised in foster care, Evan has emerged as a lonely, drug-addicted adult, whose only solace lies in his flute music. When he and his boss, Bob, cut corners on the software testing of a new military flight control system, the consequences are devastating, and summon the return of the old demon, who offers Evan a devilish deal to save himself -- and the girl he loves."
4232281,Red Neck Rage,2009,"When three local rednecks take the lives of two innocent young women, it will be a day they'll NEVER forget. When their ruthless leader of the trio Clyde (Matt Kwiatkowski) takes control of ALL situations, ALL hell breaks loose. Suspense and chaos build up an intense twist that's too good to be missed."
4232434,Red Riding Hood,2011,"Valerie (Seyfried) is a beautiful young woman torn between two men. She is in love with a brooding outsider, Peter (Fernandez), but her parents have arranged for her to marry the wealthy Henry (Irons). Unwilling to lose each other, Valerie and Peter are planning to run away together when they learn that Valerie's older sister has been killed by the werewolf that prowls the dark forest surrounding their village. For years, the people have maintained an uneasy truce with the beast, offering the creature a monthly animal sacrifice. But under a blood red moon, the wolf has upped the stakes by taking a human life. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon (Oldman), to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them. As the death toll rises with each moon, Valerie begins to suspect that the werewolf could be someone she loves. As panic grips the town, Valerie discovers that she has a unique connection to the beast--one that inexorably draws them together, making her both suspect...and bait."
4232722,Red State,2011,"The teenager Jarod invites his best friends Travis and Billy-Ray to have a foursome with a thirty-eight year-old woman. While driving to meet the woman, Travis hit a car parked on the road. When they meet the woman, she gives spiked beer to them and they pass out. When the three friends wake up, they find that they are trapped in the fundamentalist Five Points Trinity Church of the infamous Pastor Abin Cooper and that they will be killed. Meanwhile the church is under siege by ATF agents led by Agent Joseph Keenan that have been ordered to destroy the terrorist cell. Will the teenagers be saved by the agents of the law enforcement agency?"
4232832,Red Velvet,2008,"A chance encounter at a laundromat between a young man and young woman turns into an afternoon lunch date. As they get to know each other, bizarre stories begin to unfold, some fact, some fiction about each other's past. Eventually, the Young Man delves into a story about a birthday party whose guests began to be systematically killed off by a maniac in a white jump suit. The Young Woman, oddly enough, becomes more and more intrigued with the tale as the mayhem mounts. Is this the beginning of a beautiful relationship or a building block leading to a day ending in madness beyond fairy tales?"
4232851,Red Victoria,2008,An unsuccessful romance writer is convinced by his agent to write a horror film to help make ends meet. He winds up accidentally releasing an undead muse named Victoria in his efforts to write horror. She takes charge of the situation by inspiring him to write a horror script by killing all his friends and family.
4233213,Redemption of the Undead,2011,"Chase is an alcoholic. His girlfriend knows it, his father knows it, and his boss knows it. After getting fired & kicked out of his father's house, Chase turns to the bottle & blacks out. When he wakes up, he finds himself to be the last living soul in his small town. What's left are the living corpses of those who used to inhabit the town's borders. Chase soon discovers something far more terrifying than facing death head on: Impossible redemption. How can the isolated be forgiven for the mistakes they've made? Fostered by some thinking, more drinking, and much repentance, Chase finds a reason to live and goes about seeking rectification through accepting the responsibility of surviving. This, however, is only the beginning of Chase's journey on the road to redemption."
4233415,Redneck Carnage,2009,Redneck Carnage is a story about a group of misfits who must join forces for a struggle for survival while seeking to find the cause of a disastrous series of events. In the process they strive to get word to the only entities who can save them and a small town from total annihilation.
4233928,Reflection,2008,"The world has fallen victim to a plague that slowly infects the human race causing it to slip into a zombie apocalypse. Darien struggles for his sanity while barricaded in his house. The memory of his long dead wife Evey haunts him in his darkness as he clutches to her last possession, the book he wrote for her. When Evey returns from the grave, Darien is forced to face his fears and himself."
4234031,Reflections,2008,"When Carol looks into a mirror -- any mirror -- she sees images that horrify and repulse her. She's not a Medium, she's not a Ghost Whisperer, she's a frightened young woman on the edge of madness. Will the handsome stranger who offers to help turn out to be her salvation, or her final vision of terror?"
4236443,Remains,2011,"On the day of the celebration of worldwide peace, there is a nuclear accident and people are turned into zombies. In Reno, a group of survivors are trapped inside a casino: Tom, his girlfriend Tori, the gay Jensen and the stranger Victor clean the place and stay inside with supplies for a long time. When Tom hears a transmission in the walkie talkie, he believes that help is coming and the use a searchlight to indicate their location. However, Tori suspects that the group under the leadership of Ramsey is not what they think they are. Would her feeling be accurate or is Tori paranoid?"
4236462,Remains: Road to Reno,2011,"A freak accident turns most of the world's population into ferocious and ravenous predatory zombies. A small group of uninfected human survivors do their best to survive this harrowing ordeal by seeking refuge in a garage. Meanwhile, mechanic Derek struggles to retain his humanity after he gets bitten by one of the zombies."
4238609,Repo! The Genetic Opera,2008,"In the year 2056 - the not so distant future - an epidemic of organ failures devastates the planet. Out of the tragedy, a savior emerges: GeneCo, a biotech company that offers organ transplants, for a price. Those who miss their payments are scheduled for repossession and hunted by villainous Repo Men. In a world where surgery addicts are hooked on painkilling drugs and murder is sanctioned by law, a sheltered young girl searches for the cure to her own rare disease as well as information about her family's mysterious history. After being sucked into the haunting world of GeneCo, she is unable to turn back, as all of her questions will be answered at the wildly anticipated spectacular event: The Genetic Opera."
4238803,Repressed,2011,"Mike Angstrom spent his life running from memories that seemed to come from nowhere. After undergoing Hypnosis to explore the depths of his past, he finds he was used against his will in ritualistic ceremonies as a child. The more he runs, the more the memories chase him down and he is faced with the ultimate horror in his life... his own destiny. Driven by the need to separate from his past, Mike fights his way further and further from his repressed past; but with each step he takes to get away, he is drawn closer to the truth."
4239430,Reservation,2010,"A recent draft into the NFL has allowed Drez (Miller) to afford a farewell camping trip for his closest friends, to celebrate their last college summer together. There's only one problem: they have made camp on top a sacred Indian burial ground, and the dead WANT IT BACK."
4239622,Resident Evil: Afterlife,2010,"After destroying the Umbrella Corporation's Headquarter in Tokyo, Alice heads to Arcadia, in Alaska, seeking for survivors and following the broadcasted message that offers security, safety, shelter, food and no epidemics. However, the place has no one but Claire Redfield that wears a strange device on her chest and has no recollections. Alice withdraws the electronic device and flies with Claire to Los Angeles, where she sees a group of survivors on the roof of a prison asking for help and under siege of the undead. They land on the roof and they learn with their leader Luther West that Arcadia is actually a ship anchored nearby the harbor that has stopped broadcasting the message a couple of days before. Alice and Claire team up with the survivors and they decide to move to the vessel since the crowd of zombies is menacing their fortress. But first they release Claire's brother Chris Redfield that is imprisoned in a cell. But in their journey to Arcadia, they have to fight against the legion of undead and also against a treacherous survivor."
4240034,Respire,2010,"Susan Jordan, a local novelty shop owner and terminally ill woman, has been given little more than six months to live. As her body destroys itself and her time runs out, she searches desperately for a way to extend her life. When the means to her survival fall into her lap, in the form of a mysterious vial, she blindly administers the treatment on herself. Her life is saved but she begins to be plagued by violent flashbacks and fits of rage. She discovers that Randolph Kaminsky, a doctor in the 1930's, created a drug which would eliminate incurable diseases and prolong life but only when combined with the breath of a dying person. Using himself and violent death-row prisoners as guinea pigs, he discovered that the formula had a drastic side effect: those who inhaled the breath of the prisoners would take on their memories...and their violent personalities. Now, in a race against time, Susan must find a way to reverse the effects before the drug is released into the general population and she commits an act that cannot be undone...murder."
4240466,Restraint,2011,"An enterprising counselor has found a niche market for new clients. Can she help Alistair overcome his murderous habits? Can a series of controlled exercises help him avoid temptation? Will he do his homework? Find out in RESTRAINT, the killer comedy that also begs the question: Is Craigslist truly the source of all evil?"
4240626,Resurrection County,2008,"When travelling through Resurrection County, mind the signs, one false move out there could be your last. When four suburbanite campers roll into the remote town of Enoch, they find that southern hospitality still exists. But things are not what they appear to be, as a weekend camping trip turns deadly, and the locals are all too happy to serve up their own brand of an eye for an eye justice. The laws that you so willingly follow are not always right."
4242306,Revelation,2009,"The dead walk the Earth. Seeking shelter, two figures stumble upon a man living alone in the tunnels of a large college campus. This individual seems quite content in his isolation and doesn't look highly upon outsiders. Over the period of a couple days the two attempt to figure out if the man is a saint or a threat."
4242396,Revenant,2010,Maria finds her husband cheating on her with another woman who turns out to be the queen of a clan of vampires. She kills Maria's husband in front of her leaving Maria to spend the next two years hunting the vampires only to find that being human has too many limitations.
4242440,Revenge,2010,"After a famed defense attorney wins a trial that sets a killer back on the streets, the husband of the woman who was murdered demands justice. Instead of going after the killer, the victim's husband goes after the defense attorney. What follows is a horrific journey of medieval revenge."
4242506,Revenge Is Her Middle Name,2011,"Kat, a drug addicted prostitute, has hit rock bottom. In a desperate attempt to turn her life around, she plans a heist, hoping to nab enough money to leave her street life behind. When things spiral out of control, she is faced with a sadistic drug dealing pimp named Mutton Chop, who is hellbent on vengeance and orders a brutal attack. Now all she wants is Revenge... And it is her turn to collect!"
4242607,Revenge of the Monsters of Vanceingville,2011,This is a spoof of classic monster movies about a vampire/mad scientist returning to the sleepy town of Vanceingville to enlist the help of his werewolf/hunchback assistant and the monster he created to help him with the face transplantation of a fiendish ghoul.
4246038,Rift,2011,"Several college students are brutally murdered in a small college town and the killer is still on the loose. In an attempt to seek the truth, a journalism student misguidedly finds herself in a storm of intrigue, jealousy, devil worship, and the haunting of misunderstood forces that roam the college town. Will she discover the town's long buried secrets? Or will she find out that some secrets are better left concealed?"
4246716,Riley in the Future with a Baseball Bat,2008,"Riley is having bad dreams. Really bad dreams. In fact, he believes that he is seeing the future in his dreams, and seeing himself as a serial killer getting younger and younger with every passing dream. Riley has made a special visit to his mothers house to confide in her his fear of the possible future."
4248509,Rites of Spring,2011,"This movie is about Rachel and her friend who are taken by someone while in a car park while changing a tire. They wake up in a strange barn tied up and frightened. They know that things are going to get worse. The reason why they are abducted becomes clear as there is a horrible secret in the town where girls have gone missing each Spring for many years, and this year is no different. Meanwhile a group of kidnappers are plotting to take the child of a prominent business man and his wife. They take the child and go to a farm where they wait to get their ransom. The two groups collide when Rachel escapes but is chased by a stranger wearing a mask of some sort. She runs to the farm where the kidnappers are and all hell breaks loose."
4248719,Ritual's End,2010,"A young man, Victor is murdered by a vicious drug dealer Marcus Webb. One year later Detective Eric Gibson is on the case to stop Webb when an informant divulges information about the murder and location of the body. Gibson concocts a plan to hire Byron Tiernes, a Haitian voodoo priest, to resurrect Victor and have him kill Marcus Webb. Gibson does not know Byron's true intentions are to use the unstoppable zombie Victor as his slave and to spread the epidemic on everyone who crosses his path."
4248932,River City Dead,2010,"Hard-boiled detective Dodge Dakota fights crime in River City. But when the notorious Fourth Reich crime gang hatch a new plot, can Dodge stop them? Who is the mysterious woman from his past? Will the dead walk the earth again? River City Dead takes one part noir film, one part comic book, and one part exploitation horror movie, and mixes them together in a delightful cocktail of fun!"
4249142,Rivers,2011,"Noah, a young boy, awakens in a strange world where all of the things he is most afraid of have come to life. Chased by a strange entity that used to be his older brother, he finds a younger boy who was injured running away from a nightmare of his own. Together, the two boys make a journey to a magic river where God lives, along the way facing all of the things they are most afraid of."
4249387,Roaches,2011,"A man interviews an assassin with the intention of hiring him to exact revenge for a wrong that was done to him. However, as the interview unfolds and their thoughts are exchanged it becomes clear that his intentions may not be what they seem."
4249463,Road Hell,2011,"When a horrific accident forces a deeply dysfunctional couple to check into a decrepit motel, a lecherous and deranged desk clerk arranges for them to witness three unholy visions of the macabre. But when cautionary tales of bloodlust, deadly creatures and a world filled with the undead don't faze these two narcissists, stronger measures are right at hand."
4249485,Road Kill,2009,"Late one night, two sisters bicker through their differences till they encounter what looks like a dead body on the side of the road. Differences and opinions aside, they stop to help the person in need. After a quick investigation they find nothing except a small pool of blood where something ""was"". As they return to the car, the mood changes to one of terror."
4249496,Road Kill: A Day in the Life of Henry David Road,2009,"Jose wanders through the hot sun, hoping someone will give him a ride. A gas can thumps against his leg as he trudges along, mile after mile. Like a Siren, the gas can calls out to The Biker. When The Biker slows down and stops, Jose thinks his prayers have finally been answered. Little does he know... The Devil hears our prayers as well."
4249758,Road to Moloch,2009,"While on a mission to locate three missing soldiers, a team of reconnaissance marines encounter a blood-spattered Iraqi stumbling through the desert. After following the distraught man into the depths of an insurgent cave, the marines make a horrifying discovery bringing them face-to-face with an ancient evil."
4249997,Roadkill,2008,"Four friends on their way home from a fun filled weekend at a lake find themselves living their worst nightmare when they take a shortcut off the main highway. After running over a body in the road and finding their car no longer operational, they stumble upon the home of a family whose intentions are anything but good. It will be a fight for survival between four innocent young adults and a family of inbred backwoods cannibals to see who will live to see the morning."
4250095,Roadside Killer: A Very Special Black Christmas,2008,"Stanley Simmons, aka: The Roadside Killer is back for the holidays. It's going to be a Black Christmas for Gwen and Scott Garcia. They find a remote cabin for the night. Unfortunately, the cabin they discover is occupied by a serial killer."
4251954,"Rock and Roll Will Never Die, Act I: Judgment Daze",2009,"It's Left Behind meets Night of the Living Dead meets Two Lane Blacktop -- a recovering addict falls off the wagon after his band loses their drummer in The Rapture. As his inner demons surface, so do the undead. Regardless, the band soldiers onward on a cross-country rock n roll tour through post-apocalyptic America."
4252034,Rock Creek,2010,"The daily routines of life become unexpected reminders of Lupe's decision to immigrate to the US while pregnant. At night she is plagued by La Llorona, the legendary ghost who drowned her own children. Will she find the strength to work through her feelings of guilt and grief, or, liker her tormentor, will she driver herself mad?"
4252937,Rocky Trails,2010,"A hyper-hipster 1980s horror comedy about a group of teenagers that discover a mysterious abandoned building where bad things happen. Shot in Wisconsin for $6000, Blood Junkie is a refreshing new vision in DIY independent film making."
4253179,Rodney Cecil: Psycho Hero,2011,"Rodney Cecil was a small time drug dealer working in the tiny southern town of Carrboro, NC - until his boss tried to murder him and kidnap his girlfriend. Barely escaping with his life, he falls on the grave of an ancient bruja (witch-like creature) and is overcome by an evil spirit. Now RC is out of control! A demon-possessed madman on a search-and-destroy mission to save his girl, and serve vengeance on his would-be killers. From battling his way through a posse of good ol' boy hitmen down by the creek, to evading sexy female assassins in the middle of the town's shopping center, Rodney Cecil unleashes a devastating one-man war of retribution, all while gaining new superhuman abilities by the day! But how long can he keep the carnage up, before the wicked bruja, the hired guns, or the town's police force lay him out for good? Filled with all the explosive action and horror mayhem you remember from 80's VHS classics, and starring ""The American Shark"" Jordy Dickens (Sick and the Dead), Robert Harris (Cabin Fever, Junebug), and Nicole Lewis (Zombie Cheerleader Camp)."
4253521,Rogue Eagle Creek,2010,"When a dysfunctional family downsized to the over developed suburban community of Eagle Creek they discover a dark secret. Based upon Calvary raids building up to the Sand Creek Massacre in Colorado in 1864, shortly after the state was founded. This short historical thriller is about the past watching and judging our actions. A little girl ignored by her parents and step-sister befriends a Native American spirit as her imaginary friend. Appalled by her family hate and disrespect the spirit grows angry remembering the disrespectful lies he was told by the pale ones when alive."
4253698,Roid Rage,2011,"Sammy Jenkins was a simple man who lived a simple life, until a genetic mutation sent his world spiraling out of control. Now, being hunted by the men responsible for his deformity, as well as the FBI, Sammy must fight back with his unique abilities in order to survive. Those unique abilities include the giant killer hemorrhoid growing out of his ass."
4254565,Roman's Bride,2010,"Roman's Bride tells the story of Lily Heller, an Iowa woman torn between a repressive faith and an unrequited love for life-long neighbor Roman. Indulged in her world only by doting childhood friend Amos, Lily lives her life in a self-restricted isolation. When roman and his girlfriend announce plans to marry, Lily's fragile psyche collides fiercely with an immorality she sees permeating her world. And in Lily's world, sins must be punished."
4256033,Room 33,2009,"A group of friends on a road trip seek shelter at a mental institution in the woods, only to discover that the building is the home of a mysterious young girl named Roxy whose unsettling presence serves as a foreshadow of doom. Later, as the group attempt to unravel the mystery of Roxy, who seems to have endured years of abuse, a mysterious killer begins to hunt them from the darkness."
4256215,Room Service,2010,"Delivering a room service order, a busboy encounters an open door and the sound of a shower running. A woman's voice lures him into the suite where he discovers her waiting at the shower door. Only after he confirms the contents of his cart is the true main course revealed."
4256326,Roommate,2010,"Kim, an ambitious, good-natured young woman excited to make her mark in society moves into a new apartment. The first day or two of moving keeps her busy and she barely notices minor events occurring around her. A bowl mysteriously moves and she catches small glimpses of something that she can't seem to understand. Juggling work turns the big move into an even tougher experience when she leaves the new apartment to go on a two-week business trip. What she couldn't have realized is she left a ghostly and needy presence in the process. As Kim returns, while trying to spark the flame of romance with the ever eccentric, charismatic, and dependable Tom, things turn south when the needy roommate starts to worry and starts to feel unloved. Soon, Kim finds herself stuck and trying to break free from the very apartment she couldn't wait to live in. Her only hope is that the new roommate will release her from the horrific situation that she has been forced into. That is if she has any hope left. In the end, we discover there is a lot more to this roommate then we could have possibly ever known."
4257162,Rose,2011,"The story of a young, female college student's strange connection to small chapel on campus which is rumored to be inhabited by the spirits of a old professor and his student lover. The professor was thought to have been a member of a cult and and murdered his young flame when he asks her to join with him. He then continued to carve a symbol into her chest so they can live in the chapel together, forever. Fascinated by the story, the young, present day college student visits the chapel to investigate only to find out that the power the chapel has over her is more than she can handle, and is destined to the same fate as the girl years before."
4257378,Rose's Fable,2008,"After her parents passed away, Rose ('AnnaLaura Garrett' (qv)) began working with her grandmother ('Ruth Blandford' (qv)) at the family restaurant. Pizzeria cook Hunter ('Ry Higdon' (qv)) has his eye on Rose and grandma thinks the two are fated to be together. One afternoon when delivering a pizza, Rose encounters Armand Wolf ('Michael Q. Schmidt' (qv)). Armand gives her a generous tip, but when she returns a few nights later with another delivery, he takes her hostage. Hutner senses something is wrong and goes hunting the missing Rose."
4257642,Rosewood Lane,2011,"The psychiatrist and host of the radio talk show Talk Line, Dr. Sonny Blake, returns to Rosewood Lane, in Stillwater, one year after the death of her father to live in his house. Sonny was raised with brutality by her father and is a traumatized woman that was submitted to therapy by Dr. Cloey. Sonny's boyfriend, the DA Barrett Tanner, helps her to bring her things to her new home. On the arrival, her next door neighbor advises Sonny that the paperboy is a dangerous weirdo. Sonny finds that the paperboy has broken in her house and might have killed her father, but Detectives Briggs and Sabatino do not believe on Sonny and think that it is her imagination. When Barrett is attacked and is missing, Sonny and her friend Paula Crenshaw call the police but he is not found in the house. Is Sonny freaking out or is the paperboy an evil being?"
